코드,원료명,공급사,단가,원산지,포장단위,분류,기능성,규격,비고
SRC21-0031,건조효모,(미지정),630000,미국,5,일반식품,N,,
SRC21-0032,건조효모,(미지정),13500,에스토니아,25,일반식품,N,,
SRC21-0033,검믹스,(미지정),45000,,,일반식품,N,태성,
SRC21-0034,곤약감자세라마이드,(미지정),2000000,중국,,일반식품,N,엘본에이치앤비(22.5%),
SRC21-0035,공액리놀렌산분말,(미지정),65000,,10,일반식품,N,하이베이스(520~620mg),
SRC21-0037,공액리놀렌산오닐,(미지정),55000,,,일반식품,N,태성,
SRC21-0038,공액리놀렌산오일,(미지정),45000,,200,일반식품,N,하이베이스(74%),
SRC21-0039,과라나추출분말,(미지정),46000,브라질,20,일반식품,N,카페인22%,
SRC21-0040,과일야채혼합분말(유기농)12종,(미지정),100000,미국,25,일반식품,N,,
SRC21-0041,구아검,(미지정),5500,인도,25,일반식품,N,,
SRC21-0042,구아검가수분해물,(미지정),36000,인도,15,일반식품,N,,
SRC21-0043,구아바잎분말,(미지정),65000,,40,일반식품,N,엘본에이치앤비,
SRC21-0044,구아바잎분말,(미지정),15000,,,일반식품,N,,
SRC21-0045,구아바잎추출물,(미지정),60000,인도,25,일반식품,N,40%,
SRC21-0046,구연산,(미지정),4500,,,일반식품,N,,
SRC21-0047,구연산나트륨,(미지정),4500,중국,25,일반식품,N,,
SRC21-0048,구연산나트륨,(미지정),7000,오스트리아,25,일반식품,N,,
SRC21-0049,구연산칼륨,(미지정),6700,국산,25,일반식품,N,,
SRC21-0050,굼벵이,(미지정),29000,,300,일반식품,N,,
SRC21-0051,귀리식이섬유,(미지정),6000,독일,20,일반식품,N,,
SRC21-0052,그린커피빈,(미지정),600000,국산,25,일반식품,N,개별인정  400mg/day,
SRC21-0054,글루코만난,(미지정),24000,,25,일반식품,N,하이베이스,
SRC21-0055,글루코사민(N-아세틸),(미지정),110000,태국,10,일반식품,N,95%,
SRC21-0056,글루타민,(미지정),16000,중국,,일반식품,N,,
SRC21-0057,글루타치온(캐나다),(미지정),450000,캐나다,1,일반식품,N,50%,
SRC21-0058,글루타치온(14%)(스위스),(미지정),180000,스위스,,일반식품,N,14%(김부사장),
SRC21-0059,글루타치온,(미지정),350000,인도,,일반식품,N,50%,"280,000"
SRC21-0060,글루타치온(L)효모추출물,(미지정),160000,중국,25,일반식품,N,글루타치온15%,
SRC21-0061,글루타치온건조효모,(미지정),31000,에스토니아,25,일반식품,N,2.5%(김부사장),
SRC21-0062,글루타치온건조효모,(미지정),160000,중국,,일반식품,N,15%,
SRC21-0063,글루타치온건조효모,(미지정),220000,중국,,일반식품,N,50%,
SRC21-0064,글루타치온건조효모,(미지정),680000,,,일반식품,N,글루타치온85% 뉴다바이오(김부사장),규격원문: 리포조말
SRC21-0065,글루타치온건조효모(리포조말)(미국),(미지정),500000,미국,,일반식품,N,리포조말글루타치온 만(50%)(김부사장님),
SRC21-0066,글루타치온건조효모(캐나다),(미지정),400000,캐나다,,일반식품,N,김부사장,
SRC21-0067,글루타치온건조효모(50%)(네덜란드),(미지정),370000,네덜란드,1,일반식품,N,김부사장님 50%,
SRC21-0068,글루타치온건조효모(85%)(인도산),(미지정),380000,인도,,일반식품,N,김부사장님 50%,
SRC21-0069,글루타치온건조효모(50%인도산),(미지정),280000,인도,,일반식품,N,50%(김부사장),
SRC21-0070,글루타치온건조효모(리포조말)(미국),(미지정),600000,미국,,일반식품,N,글루타치온(50%)+비타민C33%,
SRC21-0071,글루타치온건조효모(엥겔비타GSH),(미지정),18000,에스토니아,,일반식품,N,2.5%~3%,
SRC21-0072,글리세린지방산에스테르(글리세롤),(미지정),9000,국산,16,일반식품,N,하이베이스,
SRC21-0073,글리세린지방산에스테르(글리세롤),(미지정),5500,말레이시아,25,일반식품,N,하이베이스,
SRC21-0076,글리신,(미지정),8000,국산,,일반식품,N,,
SRC21-0077,꽃이끼추출물,(미지정),1200000,중국,,일반식품,N,"비타민D3(397,010㎍)",
SRC21-0078,나린진(수용성),(미지정),88000,중국,25,일반식품,N,,
SRC21-0079,나토배양물(개별인정형),(미지정),850000,,10,일반식품,N,선일에프엔씨,
SRC21-0080,낙산,(미지정),15000,스페인,10,일반식품,N,,
SRC21-0081,난소화성 말토덱스트린,(미지정),8000,국산,,일반식품,N,,
